DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221320723,11/10/2022 12:00:00 AM,11/10/2022 12:00:00 AM,1531,13,Newton,1321,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,21,F,H,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,440.0,,,,1900 S  BROADWAY,,34.0314,-118.2657
201913576,01/24/2021 12:00:00 AM,01/24/2021 12:00:00 AM,1455,19,Mission,1916,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0445,47,F,O,104.0,DRIVEWAY,204.0,FOLDING KNIFE,AO,Adult Other,230.0,,,,14300    ASTORIA                      ST,,34.3062,-118.4448
221319877,10/24/2022 12:00:00 AM,10/24/2022 12:00:00 AM,2025,13,Newton,1331,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0447 0913 1814 2000,35,F,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626.0,,,,100 E  30TH                         ST,,34.0218,-118.2706
200116360,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1730,1,Central,195,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,100 E  WASHINGTON                   BL,,34.0303,-118.2627
231415108,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,1500,14,Pacific,1406,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,10400    VENICE                       BL,,34.0204,-118.4039
231813806,07/22/2023 12:00:00 AM,07/22/2023 12:00:00 AM,2000,18,Southeast,1821,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,39,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,700 W  COLDEN                       AV,,33.9492,-118.287
220906550,03/09/2022 12:00:00 AM,03/08/2022 12:00:00 AM,700,9,Van Nuys,914,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,42,F,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,740.0,,,,6800    VESPER                       AV,,34.1939,-118.4509
220517267,12/02/2022 12:00:00 AM,12/02/2022 12:00:00 AM,300,5,Harbor,562,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385,30,F,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,1300 W  10TH                         ST,,33.7352,-118.3056
231014294,09/29/2023 12:00:00 AM,09/29/2023 12:00:00 AM,1540,10,West Valley,1097,1,320,"BURGLARY, ATTEMPTED",1822 0209 1202,65,M,O,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,320.0,,,,4200    LOUISE                       AV,,34.1475,-118.5067
221100628,03/29/2022 12:00:00 AM,03/29/2022 12:00:00 AM,1045,11,Northeast,1136,1,761,BRANDISH WEAPON,1822 1402 2004 0443,46,M,O,717.0,HEALTH SPA/GYM,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest,761.0,998.0,,,4400    EAGLE ROCK                   BL,,34.1243,-118.2205
230712555,07/27/2023 12:00:00 AM,07/27/2023 12:00:00 AM,845,7,Wilshire,745,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1402 0325 1822 2004,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,998.0,,,DUNSMUIR                     AV,WILSHIRE                     BL,34.0623,-118.3483
220709632,05/24/2022 12:00:00 AM,05/24/2022 12:00:00 AM,2045,7,Wilshire,722,2,625,OTHER ASSAULT,0400,34,M,B,103.0,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625.0,,,,600 S  SAN VICENTE                  BL,,34.0659,-118.3731
211710086,06/29/2021 12:00:00 AM,06/23/2021 12:00:00 AM,1600,17,Devonshire,1787,1,310,BURGLARY,1602 0344,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,,,,9500    ZELZAH                       AV,,34.2432,-118.5232
220111802,05/06/2022 12:00:00 AM,05/06/2022 12:00:00 AM,1720,1,Central,158,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 0913 1814,57,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,7TH                          ST,GLADYS,34.0387,-118.2439
220616430,09/22/2022 12:00:00 AM,09/22/2022 12:00:00 AM,1320,6,Hollywood,637,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416,31,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6200    HOLLYWOOD                    BL,,34.103,-118.3225
222004350,01/10/2022 12:00:00 AM,01/05/2022 12:00:00 AM,1100,20,Olympic,2076,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000 1814,19,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,626.0,,,,1300 S  VERMONT                      AV,,34.0436,-118.296
201507522,03/12/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1900,15,N Hollywood,1523,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1813 2000,42,F,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,6500    BABCOCK                      AV,,34.1887,-118.4063
201211383,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1400,12,77th Street,1233,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,0,X,X,727.0,SHOPPING MALL (COMMON AREA),,,AO,Adult Other,745.0,,,,1600 W  SLAUSON                      AV,,33.9892,-118.3045
232104782,01/22/2023 12:00:00 AM,01/22/2023 12:00:00 AM,1645,21,Topanga,2189,2,624,BATTERY - SIMPLE ASSAULT,0444,48,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,19900    VENTURA                      BL,,34.1723,-118.5659
200511496,07/06/2020 12:00:00 AM,07/03/2020 12:00:00 AM,230,5,Harbor,501,1,330,BURGLARY FROM VEHICLE,1300 0344 0358 1612 1309 0385,57,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,1300 W  186TH                        ST,,33.862,-118.2982
200308864,03/19/2020 12:00:00 AM,03/07/2020 12:00:00 AM,1425,3,Southwest,314,2,354,THEFT OF IDENTITY,1202 0100 0922 0924 1822,64,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3300 W  ADAMS                        BL,,34.0327,-118.3201
200713167,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,130,7,Wilshire,722,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,19,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,8300 W  3RD                          ST,,34.0727,-118.37
230813139,08/07/2023 12:00:00 AM,08/07/2023 12:00:00 AM,2006,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
201316749,09/10/2020 12:00:00 AM,08/19/2020 12:00:00 AM,600,13,Newton,1347,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600 E  MARTIN LUTHER KING JR        BL,,34.0108,-118.2475
220620032,12/11/2022 12:00:00 AM,12/11/2022 12:00:00 AM,200,6,Hollywood,644,1,330,BURGLARY FROM VEHICLE,0344 1822 1501 1300,28,M,B,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,330.0,,,,1400 N  LA BREA                      AV,,34.0962,-118.349
201609152,05/18/2020 12:00:00 AM,05/18/2020 12:00:00 AM,130,16,Foothill,1618,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 0411,56,F,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626.0,,,,7700    GROVE                        ST,,34.2697,-118.3004
220815902,10/17/2022 12:00:00 AM,10/16/2022 12:00:00 AM,111,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
230117775,08/12/2023 12:00:00 AM,08/04/2023 12:00:00 AM,1234,1,Central,132,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,29,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,200 S  FIGUEROA                     ST,,34.0566,-118.2531
220613223,07/14/2022 12:00:00 AM,07/14/2022 12:00:00 AM,2130,6,Hollywood,667,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0913 1257 0400,7,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,237.0,,,,1100 N  VAN NESS                     AV,,34.0944,-118.319
201420267,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,315,14,Pacific,1445,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12800    CASWELL                      AV,,33.9972,-118.4393
201822122,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,1921,18,Southeast,1863,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0450,39,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,116TH                        ST,STANFORD                     AV,33.9292,-118.2622
201512870,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,15,15,N Hollywood,1505,2,903,CONTEMPT OF COURT,2038 1402 2004,45,M,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,903.0,998.0,,,7500    LEMP                         AV,,34.2066,-118.3845
200713586,09/06/2020 12:00:00 AM,09/04/2020 12:00:00 AM,300,7,Wilshire,713,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0345,57,M,O,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,7600    BEVERLY                      BL,,34.0782,-118.3573
210319622,12/01/2021 12:00:00 AM,11/21/2021 12:00:00 AM,117,3,Southwest,351,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,AO,Adult Other,510.0,,,,5000    OBAMA                        BL,,34.0215,-118.3525
210709767,06/13/2021 12:00:00 AM,06/13/2021 12:00:00 AM,1710,7,Wilshire,701,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,20,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,343.0,,,,8200    MELROSE                      AV,,34.0837,-118.3683
212007319,03/26/2021 12:00:00 AM,03/26/2021 12:00:00 AM,1950,20,Olympic,2013,2,932,PEEPING TOM,0513 0913,34,F,H,203.0,OTHER BUSINESS,,,AA,Adult Arrest,932.0,,,,4200 W  3RD                          ST,,34.0726,-118.3073
200517078,11/24/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2100,5,Harbor,526,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 0602 0360 0913 0416 1259,16,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,,,,600 N  NEPTUNE                      AV,,33.7767,-118.2687
202015689,10/09/2020 12:00:00 AM,09/28/2020 12:00:00 AM,2015,20,Olympic,2022,2,624,BATTERY - SIMPLE ASSAULT,0917 1011 0601 1822 2001 0444 0216,27,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 S  WESTERN                      AV,,34.0655,-118.3114
200213917,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,1420,2,Rampart,251,2,920,KIDNAPPING - GRAND ATTEMPT,2004 1822 0448 1251 2052 2050 0910 2049 2051 0340,6,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,920.0,,,,600 S  CORONADO                     ST,,34.0628,-118.2811
201512056,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,1500,15,N Hollywood,1555,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400,39,M,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,11000    CAMARILLO                    ST,,34.1577,-118.371
201207954,02/27/2020 12:00:00 AM,02/27/2020 12:00:00 AM,915,12,77th Street,1269,1,210,ROBBERY,1309 1822 0342 0302 0370 0346 0449 1202,65,F,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,900 E  80TH                         ST,,33.9665,-118.2586
201315548,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,1,13,Newton,1323,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,43,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,700 E  22ND                         ST,,34.0241,-118.2573
220815815,10/21/2022 12:00:00 AM,10/21/2022 12:00:00 AM,130,8,West LA,895,1,510,VEHICLE - STOLEN,,0,,,301.0,GAS STATION,,,IC,Invest Cont,510.0,,,,9800    NATIONAL                     BL,,34.0344,-118.4049
231220754,10/05/2023 12:00:00 AM,10/04/2023 12:00:00 AM,1700,12,77th Street,1231,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3900 W  SLAUSON                      AV,,33.9889,-118.3523
221506001,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,1720,15,N Hollywood,1523,1,310,BURGLARY,0352 0344 1420 1602 0321,29,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,6500    ALCOVE                       AV,,34.1884,-118.4128
200214207,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1130,2,Rampart,265,1,220,ATTEMPTED ROBBERY,1822 0104 0337 0416 0446,0,X,X,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,700 S  ALVARADO                     ST,,34.056,-118.2771
221317762,09/16/2022 12:00:00 AM,09/16/2022 12:00:00 AM,700,13,Newton,1313,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,PICO                         BL,MURAL                        ST,34.0286,-118.2545
210806706,03/07/2021 12:00:00 AM,03/06/2021 12:00:00 AM,2350,8,West LA,851,2,888,TRESPASSING,1822,36,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,1500 S  CARMELINA                    AV,,34.0367,-118.4638
200205396,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2050,2,Rampart,285,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1251 0432 0421,20,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1800 W  12TH                         ST,,34.0473,-118.2784
221814154,07/12/2022 12:00:00 AM,05/18/2022 12:00:00 AM,1,18,Southeast,1849,2,649,DOCUMENT FORGERY / STOLEN FELONY,0913 0555 2021 1202,84,F,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,2400 E  112TH                        PL,,33.9334,-118.235
211104646,01/20/2021 12:00:00 AM,01/19/2021 12:00:00 AM,702,11,Northeast,1127,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,6100    YORK                         BL,,34.12,-118.1893
221917840,12/12/2022 12:00:00 AM,12/12/2022 12:00:00 AM,548,19,Mission,1904,1,520,VEHICLE - ATTEMPT STOLEN,0344 1402 1612,46,M,H,101.0,STREET,,,IC,Invest Cont,520.0,998.0,,,14200    FOOTHILL                     BL,,34.3238,-118.4387
200607304,03/01/2020 12:00:00 AM,02/29/2020 12:00:00 AM,1930,6,Hollywood,636,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,29,M,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,IVAR,YUCCA,34.1039,-118.3282
211613336,11/10/2021 12:00:00 AM,11/09/2021 12:00:00 AM,2030,16,Foothill,1676,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,8600    GLENOAKS                     BL,,34.2265,-118.3632
201106057,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1525,11,Northeast,1151,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,998.0,,,4800    FOUNTAIN                     AV,,34.0986,-118.2962
211108112,04/30/2021 12:00:00 AM,04/26/2021 12:00:00 AM,1000,11,Northeast,1143,1,480,BIKE - STOLEN,0344,57,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480.0,,,,2200    HYPERION                     AV,,34.1053,-118.2785
230411983,09/01/2023 12:00:00 AM,09/01/2023 12:00:00 AM,810,4,Hollenbeck,404,1,310,BURGLARY,0344 1606,0,X,X,507.0,CONDOMINIUM/TOWNHOUSE,,,AA,Adult Arrest,310.0,,,,6100    MONTEREY                     RD,,34.1069,-118.1834
210616686,09/30/2021 12:00:00 AM,09/30/2021 12:00:00 AM,1100,6,Hollywood,676,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004,40,F,W,203.0,OTHER BUSINESS,,,AO,Adult Other,740.0,,,,6000    MELROSE                      AV,,34.0853,-118.3277
210906493,03/03/2021 12:00:00 AM,03/03/2021 12:00:00 AM,900,9,Van Nuys,904,2,946,OTHER MISCELLANEOUS CRIME,1501,34,F,O,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,946.0,,,,15100    VALERIO                      ST,,34.2048,-118.4626
211110755,07/13/2021 12:00:00 AM,07/13/2021 12:00:00 AM,2220,11,Northeast,1147,2,624,BATTERY - SIMPLE ASSAULT,2054 0913 0603 0444 0903 0361 1536,33,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,946.0,,,2800    FREDERICK                    ST,,34.0996,-118.2337
201421438,12/10/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1500,14,Pacific,1469,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,6900    LA TIJERA                    BL,,33.9757,-118.3737
200212310,07/08/2020 12:00:00 AM,06/08/2020 12:00:00 AM,1100,2,Rampart,248,1,310,BURGLARY,0344 0601 0329 1601 1822,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,400    WITMER                       ST,,34.0589,-118.2636
231507870,04/04/2023 12:00:00 AM,04/03/2023 12:00:00 AM,2100,15,N Hollywood,1512,1,330,BURGLARY FROM VEHICLE,1307 1402 1300 0344,35,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,6900    COLDWATER CANYON             AV,,34.1958,-118.4138
212016776,11/08/2021 12:00:00 AM,11/06/2021 12:00:00 AM,800,20,Olympic,2064,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,PICO                         BL,NORMANDIE                    AV,34.0472,-118.3
200212268,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,1900,2,Rampart,261,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,51,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,800 S  CARONDELET                   ST,,34.0553,-118.283
221414802,08/08/2022 12:00:00 AM,08/08/2022 12:00:00 AM,800,14,Pacific,1496,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,9700    AIRPORT                      BL,,33.9472,-118.3909
232010539,05/21/2023 12:00:00 AM,05/21/2023 12:00:00 AM,1635,20,Olympic,2062,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0334 0201 0344 0325 0213 0352 1221 0378,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,3100 W  PICO                         BL,,34.0506,-118.3127
230115898,07/12/2023 12:00:00 AM,07/12/2023 12:00:00 AM,1950,1,Central,152,2,888,TRESPASSING,2004 0910,0,X,X,931.0,MTA - BLUE LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888.0,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
201115965,11/21/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2212,11,Northeast,1162,1,330,BURGLARY FROM VEHICLE,0344 0385,46,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,LEXINGTON,LYMAN,34.0935,-118.2887
200913004,08/02/2020 12:00:00 AM,07/31/2020 12:00:00 AM,1150,9,Van Nuys,946,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0431 1814 0913,37,M,B,501.0,SINGLE FAMILY DWELLING,512.0,MACE/PEPPER SPRAY,AO,Adult Other,236.0,,,,5700    COLBATH                      AV,,34.1739,-118.4367
211015297,12/04/2021 12:00:00 AM,12/04/2021 12:00:00 AM,800,10,West Valley,1063,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0903 1822 2055 1514,23,M,B,102.0,SIDEWALK,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,5500    RESEDA                       BL,,34.1701,-118.536
210115678,08/24/2021 12:00:00 AM,08/24/2021 12:00:00 AM,1310,1,Central,162,2,625,OTHER ASSAULT,0400 0416 0356,36,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,400 W  8TH                          ST,,34.0445,-118.2558
220811615,07/06/2022 12:00:00 AM,07/06/2022 12:00:00 AM,1,8,West LA,898,1,310,BURGLARY,0344 1609 0321 0375 1822,0,X,X,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,,,,8900    CADILLAC                     AV,,34.0403,-118.3846
221508632,04/18/2022 12:00:00 AM,04/16/2022 12:00:00 AM,1000,15,N Hollywood,1589,1,330,BURGLARY FROM VEHICLE,1300 0344,34,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,3600    BARHAM                       BL,,34.1362,-118.342
211908897,05/20/2021 12:00:00 AM,05/19/2021 12:00:00 AM,1800,19,Mission,1993,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,32,F,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,7900    LEMONA                       AV,,34.2148,-118.4601
210806997,03/14/2021 12:00:00 AM,03/13/2021 12:00:00 AM,1253,8,West LA,857,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,26,F,W,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,1400    REEVES                       ST,,34.0548,-118.3965
230206920,03/03/2023 12:00:00 AM,03/03/2023 12:00:00 AM,720,2,Rampart,236,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1817 0416 0445 0913,28,M,H,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,2000    BEVERLY                      BL,,34.066,-118.2688
231604474,01/14/2023 12:00:00 AM,01/14/2023 12:00:00 AM,1500,16,Foothill,1651,2,903,CONTEMPT OF COURT,2038 0913,45,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,903.0,,,,9700    AMBOY                        AV,,34.2456,-118.4152
232106254,03/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM,600,21,Topanga,2126,2,354,THEFT OF IDENTITY,0377 1822,28,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,21100    SATICOY                      ST,,34.2136,-118.5912
201421715,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1645,14,Pacific,1415,2,662,"BUNCO, GRAND THEFT",0701,44,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,662.0,,,,1000    PALMS                        BL,,34.0035,-118.4598
200604888,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,1445,6,Hollywood,659,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,40,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5400 W  SUNSET                       BL,,34.0981,-118.3071
220706947,03/18/2022 12:00:00 AM,03/09/2022 12:00:00 AM,1018,7,Wilshire,745,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394,41,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,5600    WILSHIRE                     BL,,34.0624,-118.351
220309016,04/09/2022 12:00:00 AM,04/09/2022 12:00:00 AM,1415,3,Southwest,357,2,354,THEFT OF IDENTITY,0100,52,F,W,602.0,BANK,,,IC,Invest Cont,354.0,,,,1100 W  37TH                         PL,,34.02,-118.2915
230905789,02/16/2023 12:00:00 AM,02/15/2023 12:00:00 AM,1745,9,Van Nuys,909,1,761,BRANDISH WEAPON,0334 1822 1300 1310 1420 0605,39,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761.0,,,,RUNNYMEDE                    ST,COVELLO,34.205,-118.4339
231411945,06/08/2023 12:00:00 AM,06/07/2023 12:00:00 AM,1325,14,Pacific,1494,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,700    WORLD                        WY,,33.9431,-118.401
210511843,07/25/2021 12:00:00 AM,07/25/2021 12:00:00 AM,2245,5,Harbor,526,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1407 1100 1402,0,X,X,103.0,ALLEY,106.0,UNKNOWN FIREARM,IC,Invest Cont,753.0,998.0,,,700    LAGOON                       AV,,33.7782,-118.2676
